ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Dehumidifier Type,Alternate Configuration Type,Dehumidifier Efficiency (Integrated Energy Factor - L/kWh),Dehumidifier Water Removal Capacity (pints/day),Whole-home Dehumidifier Case Volume (cu. ft.),Annual Energy Consumption (kWh/year),Refrigerant Type,Refrigerant with GWP,Refrigerant Charge (ounces),Connected Capable,Connects Using,Connected Features,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2403109,"GE Appliances, a Haier Company",Haier,QWYW35LC*#,QWYW35LC*#,,,Portable Dehumidifier,,1.8,36.22,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_QWYW35LC*#_10112022113419_544244,No
2403112,"GE Appliances, a Haier Company",Haier,QWYW50LC*#,QWYW50LC*#,,,Portable Dehumidifier,,1.8,49.99,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_QWYW50LC*#_10112022131912_3181115,No
3531146,Goplus Corp.,COSTWAY,ES10328US-WH,ES10328US-WH,,,Portable Dehumidifier,,1.79,16,,,,,,,,,05/08/2024 12:00:00 AM,05/28/2024 12:00:00 AM,"United States, Canada",ES_1144027_ES10328US-WH_05302024131224_2148313,No
2348553,Grainger Industrial Supply,Dayton,Dehumidifiers,55EL04A,,,Portable Dehumidifier,,1.57,22.08,,,,,,,,,10/16/2019 12:00:00 AM,10/16/2019 12:00:00 AM,"United States, Canada",ES_1018394_55EL04A_10162019093147_8307659,No
2348554,Grainger Industrial Supply,Dayton,Dehumidifiers,55EL05A,,,Portable Dehumidifier,,1.8,35.05,,,,,,,,,10/16/2019 12:00:00 AM,10/16/2019 12:00:00 AM,"United States, Canada",ES_1018394_55EL05A_10162019093218_8338287,No
2348676,Grainger Industrial Supply,Dayton,Dehumidifiers,55EL06A,,,Portable Dehumidifier,,1.8,50,,,,,,,,,10/16/2019 12:00:00 AM,10/16/2019 12:00:00 AM,"United States, Canada",ES_1018394_55EL06A_10162019093236_8356248,No
2382781,Gree Electric Appliances Inc. of Zhuhai,GREE,GD20AW,GD20AW,,192487344866,Portable Dehumidifier,,1.57,20.11,,,,,,,,,07/01/2021 12:00:00 AM,06/07/2021 12:00:00 AM,"United States, Canada",ES_1105164_GD20AW_08012021020000_80091533,No
2382782,Gree Electric Appliances Inc. of Zhuhai,GREE,GD35BW,GD35BW,,192487344873,Portable Dehumidifier,,1.8,35.47,,,,,,,,,07/01/2021 12:00:00 AM,06/07/2021 12:00:00 AM,"United States, Canada",ES_1105164_GD35BW_08012021020000_80091533,No
2382784,Gree Electric Appliances Inc. of Zhuhai,GREE,GD50ABWP,GD50ABWP,,192487344897,Portable Dehumidifier,,1.8,49.88,,,,,,,,,07/01/2021 12:00:00 AM,06/07/2021 12:00:00 AM,"United States, Canada",ES_1105164_GD50ABWP_08012021020000_80091533,No
2382783,Gree Electric Appliances Inc. of Zhuhai,GREE,GD50BW,GD50BW,,192487344880,Portable Dehumidifier,,1.8,49.75,,,,,,,,,07/01/2021 12:00:00 AM,06/07/2021 12:00:00 AM,"United States, Canada",ES_1105164_GD50BW_08012021020000_80091533,No
2343803,Gree Electric Appliances Inc. of Zhuhai,GREE,GDN20AZ-A3EBA2A,GDN20AZ-A3EBA2A,,,Portable Dehumidifier,,1.57,20.11,,,,,,,,,08/05/2019 12:00:00 AM,07/23/2019 12:00:00 AM,"United States, Canada",ES_1105164_GDN20AZ-A3EBA2A_07232019021050_80010806,No
2372236,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD20AW,KHD20AW,,,Portable Dehumidifier,,1.57,20.11,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD20AW_01192021040408_80068565,No
2374485,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD20AW,KHD20AW,,,Portable Dehumidifier,,1.57,20.11,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD20AW_02282021010332_80069656,No
2372237,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD35BW,KHD35BW,,,Portable Dehumidifier,,1.8,35.47,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD35BW_01192021040408_80068565,No
2374486,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD35BW,KHD35BW,,,Portable Dehumidifier,,1.8,35.47,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD35BW_02282021010332_80069656,No
2372238,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD50BW,KHD50BW,,,Portable Dehumidifier,,1.8,49.75,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD50BW_01192021040408_80068565,No
2374487,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD50BW,KHD50BW,,,Portable Dehumidifier,,1.8,49.75,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD50BW_02282021010332_80069656,No
2372239,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD50BWP,KHD50BWP,,,Portable Dehumidifier,,1.8,49.88,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD50BWP_01192021040408_80068565,No
2374488,Gree Electric Appliances Inc. of Zhuhai,Kinghome,KHD50BWP,KHD50BWP,,,Portable Dehumidifier,,1.8,49.88,,,,,,,,,01/10/2021 12:00:00 AM,01/18/2021 12:00:00 AM,"United States, Canada",ES_1105164_KHD50BWP_02282021010332_80069656,No
2361192,Gree Electric Appliances Inc. of Zhuhai,TOSOT,TDEH50D-N116A2,TDEH50D-N116A2,,,Portable Dehumidifier,,1.8,49.58,,,,,,,,,06/01/2020 12:00:00 AM,05/29/2020 12:00:00 AM,"United States, Canada",ES_1105164_TDEH50D-N116A2_06022020123539_80041426,No
2361193,Gree Electric Appliances Inc. of Zhuhai,TOSOT,TDEH50E-P116A2,TDEH50E-P116A2,,,Portable Dehumidifier,,1.8,49.58,,,,,,,,,06/01/2020 12:00:00 AM,05/29/2020 12:00:00 AM,"United States, Canada",ES_1105164_TDEH50E-P116A2_06022020123539_80041426,No
2384810,GrowGeneration Corp,UTOPIAN SYSTEMS,Dehumidifiers,25440,,810052835600,Portable Dehumidifier,,1.7,22.04,,,,,,,,,09/28/2021 12:00:00 AM,10/01/2021 12:00:00 AM,"United States, Canada",ES_1146668_25440_100120210051406_1604786,No
2384809,GrowGeneration Corp,UTOPIAN SYSTEMS,Dehumidifiers,25441,,810052835617,Portable Dehumidifier,,1.9,35.02,,,,,,,,,09/28/2021 12:00:00 AM,10/01/2021 12:00:00 AM,"United States, Canada",ES_1146668_25441_100120210051114_8537418,No
2348400,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",PELONIS,Dehumidifiers,PAD30C1AWT,,750545106025,Portable Dehumidifier,,1.9,30.1,,,,,,,,,12/27/2022 12:00:00 AM,12/29/2022 12:00:00 AM,"United States, Canada",ES_1138537_PAD30C1AWT_10142019055531_2531456,No
2732290,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",PELONIS,Dehumidifiers,PAD35C1DWT,,810049711498,Portable Dehumidifier,,1.8,35.27,,,,,,,,,11/25/2024 12:00:00 AM,11/26/2024 12:00:00 AM,"United States, Canada",ES_1138537_PAD35C1DWT_110720230816281_8935459,No
3554075,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",PELONIS,Dehumidifiers,PAD35E5TWT,,687636009975,Portable Dehumidifier,,1.9,35.02,,,,,,,,,07/09/2024 12:00:00 AM,07/11/2024 12:00:00 AM,"United States, Canada",ES_1138537_PAD35E5TWT_071120240308213_8150642,No
2348401,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",PELONIS,Dehumidifiers,PAD40C1AWT,,750545106032,Portable Dehumidifier,,1.9,40.1,,,,,,,,,12/27/2022 12:00:00 AM,12/29/2022 12:00:00 AM,"United States, Canada",ES_1138537_PAD40C1AWT_10142019055549_2549458,No
2348402,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",PELONIS,Dehumidifiers,PAD50P1ABL,,750545106049,Portable Dehumidifier,,1.9,49.66,,,,,,,,,12/27/2022 12:00:00 AM,12/29/2022 12:00:00 AM,"United States, Canada",ES_1138537_PAD50P1ABL_10142019055614_2574350,No
2339501,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2012ES2,,,Portable Dehumidifier,,1.57,20.05,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP2012ES2_06062019093913_3953705,No
2339422,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP2012ES2C,,,Portable Dehumidifier,,1.57,20.05,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP2012ES2C_06062019091503_2503153,No
2339524,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2212ES2,,,Portable Dehumidifier,,1.57,22.06,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP2212ES2_06062019093924_3964584,No
2339423,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP2212ES2C,,,Portable Dehumidifier,,1.57,22.06,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP2212ES2C_06062019091708_2628026,No
2365938,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2213ES2,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,United States,ES_1138537_TDDP2213ES2_09182020084609_8769495,No
2365939,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2213ES2C,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Canada,ES_1138537_TDDP2213ES2C_09182020084638_8798402,No
2404798,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2214RES2,,840296503430,Portable Dehumidifier,,1.7,22.31,,,,,,,,,11/08/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Canada",ES_1138537_TDDP2214RES2_112120220231701_6696243,No
2405004,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2214RES2C,,687636003294,Portable Dehumidifier,,1.7,22.31,,,,,,,,,11/08/2022 12:00:00 AM,11/29/2022 12:00:00 AM,"United States, Canada",ES_1138537_TDDP2214RES2C_112920220504668_4876429,No
2339526,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP2512ES2,,,Portable Dehumidifier,,1.8,25.3,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP2512ES2_06062019093933_3973487,No
2339424,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP2512ES2C,,,Portable Dehumidifier,,1.8,25.3,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP2512ES2C_06062019091854_2734111,No
2339532,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP3012ES2,,,Portable Dehumidifier,,1.8,30.1,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP3012ES2_06062019093942_3982582,No
2339425,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP3012ES2C,,,Portable Dehumidifier,,1.8,30.1,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP3012ES2C_06062019092216_2936706,No
2339537,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP3512ES2,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP3512ES2_06062019093952_3992225,No
2339426,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP3512ES2C,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP3512ES2C_06062019092509_3109548,No
2365940,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP3513ES2,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,United States,ES_1138537_TDDP3513ES2_09182020084722_8842981,No
2404787,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP3514RES2,,840296503447,Portable Dehumidifier,,1.9,35.5,,,,,,,,,11/08/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Canada",ES_1138537_TDDP3514RES2_112120220233214_8305761,No
2339528,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP4012ES2,,,Portable Dehumidifier,,1.8,40.15,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP4012ES2_06062019094001_4001213,No
2339427,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP4012ES2C,,,Portable Dehumidifier,,1.8,40.15,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP4012ES2C_06062019092707_3227097,No
2339535,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5012ES2,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP5012ES2_06062019094010_4010461,No
2339428,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP5012ES2C,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP5012ES2C_06062019092854_3334035,No
2339536,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5012ES2P,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,United States,ES_1138537_TDDP5012ES2P_06062019094019_4019778,No
2339429,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifier,TDDP5012ES2PC,,,Portable Dehumidifier,,1.8,50,,,,,,,,,06/06/2019 12:00:00 AM,06/06/2019 12:00:00 AM,Canada,ES_1138537_TDDP5012ES2PC_06062019092909_3349040,No
2365941,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5013ES2,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,United States,ES_1138537_TDDP5013ES2_09182020084746_8866803,No
2365942,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5013ES2C,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,Canada,ES_1138537_TDDP5013ES2C_09182020084814_8894440,No
2365943,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5013ES2P,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/17/2020 12:00:00 AM,09/18/2020 12:00:00 AM,United States,ES_1138537_TDDP5013ES2P_09182020084840_8920724,No
2404789,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5014RES2,,840296503454,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/08/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Canada",ES_1138537_TDDP5014RES2_112120220235131_1346222,No
2405005,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5014RES2C,,687636003300,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/08/2022 12:00:00 AM,11/29/2022 12:00:00 AM,"United States, Canada",ES_1138537_TDDP5014RES2C_112920220504818_2863540,No
2404788,"GD MIDEA AIR-CONDITIONING EQUIPMENT CO., LTD.",Toshiba,Dehumidifiers,TDDP5014RES2P,,840296503461,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/08/2022 12:00:00 AM,11/21/2022 12:00:00 AM,"United States, Canada",ES_1138537_TDDP5014RES2P_112120220236636_8780197,No
2349117,"GE Appliances, a Haier Company",GE,ADEL35LZ*#,ADEL35LZ*#,",ADEW35LZ*#,",084691852643;084691852667,Portable Dehumidifier,,1.8,35.18,,,,,,,,,10/28/2019 12:00:00 AM,10/30/2019 12:00:00 AM,United States,ES_1123206_ADEL35LZ*#_10282019154700_2348596,No
2349118,"GE Appliances, a Haier Company",GE,ADEL50LZ*#,ADEL50LZ*#,",ADHB50LZ*#,",084691852674;084691853725,Portable Dehumidifier,,1.8,49.59,,,,,,,,,10/28/2019 12:00:00 AM,10/30/2019 12:00:00 AM,United States,ES_1123206_ADEL50LZ*#_10282019155035_3936883,No
2352417,"GE Appliances, a Haier Company",GE,ADHB35LZ*#,ADHB35LZ*#,",ADHL35LA*#,",084691853718;084691861713,Portable Dehumidifier,,1.8,35.42,,,,,,,,,12/26/2019 12:00:00 AM,01/01/2020 12:00:00 AM,United States,ES_1123206_ADHB35LZ*#_12262019184148_1054345,No
2370967,"GE Appliances, a Haier Company",GE,ADHB35LZW1,ADHB35LZW1,",ADHL35LAW1,",084691853718;084691861713,Portable Dehumidifier,,1.8,35.42,,,,,,,,,12/31/2020 12:00:00 AM,12/17/2020 12:00:00 AM,United States,ES_1123206_ADHB35LZW1_12162020154310_378991,No
2370799,"GE Appliances, a Haier Company",GE,ADHL22LAQ1,ADHL22LAQ1,,084691861638,Portable Dehumidifier,,1.57,22.07,,,,,,,,,12/16/2020 12:00:00 AM,12/11/2020 12:00:00 AM,United States,ES_1123206_ADHL22LAQ1_12102020153914_9975244,No
2384881,"GE Appliances, a Haier Company",GE,ADHL22LAQ2,ADHL22LAQ2,",ADHR22LBQ1,",084691861638;084691886006,Portable Dehumidifier,,1.57,22.83,,,,,,,,,10/26/2021 12:00:00 AM,09/30/2021 12:00:00 AM,United States,ES_1123206_ADHL22LAQ2_09182021140448_6606714,No
2370966,"GE Appliances, a Haier Company",GE,ADHL22LAW1,ADHL22LAW1,,084691861638,Portable Dehumidifier,,1.57,22.23,,,,,,,,,12/31/2020 12:00:00 AM,12/17/2020 12:00:00 AM,United States,ES_1123206_ADHL22LAW1_12162020155100_4282953,No
2403409,"GE Appliances, a Haier Company",GE,ADHL22LAW2,ADHL22LAW2,,084691861638,Portable Dehumidifier,,1.57,22.13,,,,,,,,,01/31/2023 12:00:00 AM,10/21/2022 12:00:00 AM,United States,ES_1123206_ADHL22LAW2_10182022153113_7369043,No
2853518,"GE Appliances, a Haier Company",GE,ADHL22LAW3,ADHL22LAW3,,084691861638,Portable Dehumidifier,,1.57,22.73,,,,,,,,,12/15/2023 12:00:00 AM,12/14/2023 12:00:00 AM,United States,ES_1123206_ADHL22LAW3_12122023111923_1671411,No
3354382,"GE Appliances, a Haier Company",GE,ADHL25LD*#,ADHL25LD*#,,084691944621,Portable Dehumidifier,,1.57,24.66,,,,,,,,,01/08/2024 12:00:00 AM,12/27/2023 12:00:00 AM,United States,ES_1123206_ADHL25LD*#_12212023181143_4027978,No
2370797,"GE Appliances, a Haier Company",GE,ADHL35LAQ1,ADHL35LAQ1,",ADHB35LZQ1,",084691853718;084691861713,Portable Dehumidifier,,1.8,35.66,,,,,,,,,12/16/2020 12:00:00 AM,12/11/2020 12:00:00 AM,United States,ES_1123206_ADHL35LAQ1_12102020155901_612756,No
2384879,"GE Appliances, a Haier Company",GE,ADHL35LAQ2,ADHL35LAQ2,",ADHB35LZQ2,; ,ADHR35LBQ1,",084691853718;084691861713;084691886013,Portable Dehumidifier,,1.8,35.45,,,,,,,,,10/26/2021 12:00:00 AM,09/30/2021 12:00:00 AM,United States,ES_1123206_ADHL35LAQ2_09162021112424_2831994,No
2403411,"GE Appliances, a Haier Company",GE,ADHL35LAW2,ADHL35LAW2,,084691861713,Portable Dehumidifier,,1.8,35.4,,,,,,,,,01/31/2023 12:00:00 AM,10/20/2022 12:00:00 AM,United States,ES_1123206_ADHL35LAW2_10182022153838_160791,No
2853519,"GE Appliances, a Haier Company",GE,ADHL35LAW3,ADHL35LAW3,,084691861713,Portable Dehumidifier,,1.8,35.39,,,,,,,,,12/15/2023 12:00:00 AM,12/14/2023 12:00:00 AM,United States,ES_1123206_ADHL35LAW3_12122023112251_2904931,No
2403107,"GE Appliances, a Haier Company",GE,ADYR22LC*#,ADYR22LC*#,,084691917106,Portable Dehumidifier,,1.57,22.19,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_ADYR22LC*#_10112022110441_2783167,No
2403110,"GE Appliances, a Haier Company",GE,ADYR35LC*#,ADYR35LC*#,,084691917090,Portable Dehumidifier,,1.8,36.22,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_ADYR35LC*#_10112022113419_8943140,No
2403113,"GE Appliances, a Haier Company",GE,ADYR50LC*#,ADYR50LC*#,",APYR50LC*#,; ,AWYR50LC*#,",084691917021;084691917076;084691917083,Portable Dehumidifier,,1.8,49.99,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_ADYR50LC*#_10112022131912_2500116,No
2403108,"GE Appliances, a Haier Company",GE,ADYS22LC*#,ADYS22LC*#,,,Portable Dehumidifier,,1.57,22.19,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_ADYS22LC*#_10112022133504_1737787,No
2403111,"GE Appliances, a Haier Company",GE,ADYS35LC*#,ADYS35LC*#,,,Portable Dehumidifier,,1.8,36.22,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_ADYS35LC*#_10112022113419_2344003,No
2349116,"GE Appliances, a Haier Company",GE,APEL50LZ*#,APEL50LZ*#,",APER50LZ*#,; ,APEW50LZ*#,",084691852650;084691852681;084691852728,Portable Dehumidifier,,1.8,49.63,,,,,,,,,10/28/2019 12:00:00 AM,10/30/2019 12:00:00 AM,United States,ES_1123206_APEL50LZ*#_10282019155807_2171289,No
2403413,"GE Appliances, a Haier Company",GE,APHL50LBQ2,APHL50LBQ2,",ADHL50LBQ2,",084691909613;084691909637,Portable Dehumidifier,,1.8,49.71,,,,,,,,,01/31/2023 12:00:00 AM,10/21/2022 12:00:00 AM,United States,ES_1123206_APHL50LBQ2_10182022154740_2958032,No
2408212,"GE Appliances, a Haier Company",GE,APHL50LBW1,APHL50LBW1,",ADHL50LBW1,",084691909637,Portable Dehumidifier,,1.8,49.76,,,,,,,,,03/01/2023 12:00:00 AM,02/16/2023 12:00:00 AM,United States,ES_1123206_APHL50LBW1_02152023102436_9416009,No
2853520,"GE Appliances, a Haier Company",GE,APHL50LBW2,APHL50LBW2,",ADHL50LBW2,; ,AWHL50LD*#,",084691909613;084691909637;084691944638,Portable Dehumidifier,,1.8,49.73,,,,,,,,,12/15/2023 12:00:00 AM,12/14/2023 12:00:00 AM,United States,ES_1123206_APHL50LBW2_12122023112608_1000024,No
2403114,"GE Appliances, a Haier Company",GE,APYS50LC*#,APYS50LC*#,,,Portable Dehumidifier,,1.8,49.99,,,,,,,,,12/15/2022 12:00:00 AM,10/14/2022 12:00:00 AM,United States,ES_1123206_APYS50LC*#_10112022131912_9046121,No
2386222,"GE Appliances, a Haier Company",GE,AWHR50LBQ1,AWHR50LBQ1,",ADHL50LBQ1,; ,ADHR50LBQ1,; ,APHL50LBQ1,; ,APHR50LBQ1,; ,AWHL50LBQ1,",084691886020;084691886037;084691886044;084691909613;084691909620;084691909637,Portable Dehumidifier,,1.8,49.61,,,,,,,,,10/14/2021 12:00:00 AM,12/05/2021 12:00:00 AM,United States,ES_1123206_AWHR50LBQ1_09302021173504_8539392,No
2353644,"GE Appliances, a Haier Company",Haier,QDHR20LZ*#,QDHR20LZ*#,",ADHL22LA*#,",084691852735;084691861638,Portable Dehumidifier,,1.57,22.23,,,,,,,,,01/15/2020 12:00:00 AM,01/16/2020 12:00:00 AM,United States,ES_1123206_QDHR20LZ*#_01152020105133_7383233,No
2370800,"GE Appliances, a Haier Company",Haier,QDHR20LZQ1,QDHR20LZQ1,,084691852735,Portable Dehumidifier,,1.57,22.07,,,,,,,,,12/16/2020 12:00:00 AM,12/11/2020 12:00:00 AM,United States,ES_1123206_QDHR20LZQ1_12102020153914_6312220,No
2384882,"GE Appliances, a Haier Company",Haier,QDHR20LZQ2,QDHR20LZQ2,,084691852735,Portable Dehumidifier,,1.57,22.83,,,,,,,,,10/26/2021 12:00:00 AM,09/30/2021 12:00:00 AM,United States,ES_1123206_QDHR20LZQ2_09182021140448_9827845,No
2370965,"GE Appliances, a Haier Company",Haier,QDHR20LZW1,QDHR20LZW1,,084691852735,Portable Dehumidifier,,1.57,22.23,,,,,,,,,12/31/2020 12:00:00 AM,12/17/2020 12:00:00 AM,United States,ES_1123206_QDHR20LZW1_12162020155100_380060,No
