ENERGY STAR Unique ID,ENERGY STAR Partner,Brand Name,Model Name,Model Number,Additional Model Information,UPC,Dehumidifier Type,Alternate Configuration Type,Dehumidifier Efficiency (Integrated Energy Factor - L/kWh),Dehumidifier Water Removal Capacity (pints/day),Whole-home Dehumidifier Case Volume (cu. ft.),Annual Energy Consumption (kWh/year),Refrigerant Type,Refrigerant with GWP,Refrigerant Charge (ounces),Connected Capable,Connects Using,Connected Features,Date Available on Market,Date Certified,Markets,CB Model Identifier,Meets ENERGY STAR Most Efficient 2025 Criteria
2507968,JHS INC,Soleusair,DSJ-50E-01B,DSJ-50E-01B,",DSJ-50EIP-01B,",850010663852;850010663869,Portable Dehumidifier,,1.9,49.72,,,,,,,,,02/15/2023 12:00:00 AM,02/07/2023 12:00:00 AM,United States,ES_1144948_DSJ-50E-01B_02032023153840_3893091,No
4012669,JHS INC,TABYIK,D025F-25Pt3M-P,D025F-25Pt3M-P,,199284631786,Portable Dehumidifier,,1.85,24.75,,277,HFC-32,HFC-32 (GWP:675 | Lower GWP),3.5,No,,,03/31/2025 12:00:00 AM,04/10/2025 12:00:00 AM,United States,ES_1144948_D025F-25Pt3M-P_04092025155323_3061639,Yes
2398667,JHS INC,Waykar,JD025C-120,JD025C-120,,860008911728;860008911735,Portable Dehumidifier,,1.87,35.63,,,,,,,,,07/07/2022 12:00:00 AM,07/19/2022 12:00:00 AM,United States,ES_1144948_JD025C-120_07132022153004_3176080,No
2398666,JHS INC,Waykar,JD025C-80,JD025C-80,,860008911704;860008911711,Portable Dehumidifier,,1.66,24.49,,,,,,,,,07/07/2022 12:00:00 AM,07/19/2022 12:00:00 AM,United States,ES_1144948_JD025C-80_07132022145656_4080927,No
2407937,JHS INC,Waykar,JD025CE-120,JD025CE-120,,860008911728;860008911735,Portable Dehumidifier,,1.91,35.57,,,,,,,,,02/15/2023 12:00:00 AM,02/07/2023 12:00:00 AM,United States,ES_1144948_JD025CE-120_02032023152419_3363516,No
2407929,JHS INC,Waykar,JD025CE-80,JD025CE-80,,860008911704;860008911711,Portable Dehumidifier,,1.7,24.93,,,,,,,,,02/15/2023 12:00:00 AM,02/07/2023 12:00:00 AM,United States,ES_1144948_JD025CE-80_02032023150441_4429648,No
4005582,JHS INC,Waykar,JD025CE-80,JD025CE-80,,860008911704,Portable Dehumidifier,,1.7,24.93,,886,HFC-32,HFC-32 (GWP:675 | Lower GWP),3.2,No,,,02/10/2025 12:00:00 AM,03/19/2025 12:00:00 AM,United States,ES_1144948_JD025CE-80_03032025180719_6584742,No
2398664,JHS INC,Waykar,JD026C-150,JD026C-150,,860008911742;860008911759,Portable Dehumidifier,,1.8,49.75,,,,,,,,,07/07/2022 12:00:00 AM,07/19/2022 12:00:00 AM,United States,ES_1144948_JD026C-150_07132022154459_5077631,No
2507973,JHS INC,Waykar,JD026CE-150,JD026CE-150,,860008911742;860008911759,Portable Dehumidifier,,1.9,49.72,,,,,,,,,02/15/2023 12:00:00 AM,02/07/2023 12:00:00 AM,United States,ES_1144948_JD026CE-150_02032023153840_4819205,No
2608026,JHS INC,Waykar,JD026CE-150PM,JD026CE-150PM,,684646620435;684646620442,Portable Dehumidifier,,1.9,49.72,,,,,,,,,07/06/2023 12:00:00 AM,07/25/2023 12:00:00 AM,"United States, Canada",ES_1144948_JD026CE-150PM_07242023132129_3706742,No
2398661,JHS INC,Waykar,JD026E-130,JD026E-130,,860008911766;860008911773,Portable Dehumidifier,,1.85,40.52,,,,,,,,,07/07/2022 12:00:00 AM,07/19/2022 12:00:00 AM,United States,ES_1144948_JD026E-130_07132022153534_7034875,No
2607868,JHS INC,YAUFEY,JD025Q-120,JD025Q-120,,684646620299;684646620305,Portable Dehumidifier,,1.91,35.57,,,,,,,,,07/06/2023 12:00:00 AM,07/25/2023 12:00:00 AM,"United States, Canada",ES_1144948_JD025Q-120_07242023131021_8761408,No
2607808,JHS INC,YAUFEY,JD025Q-80,JD025Q-80,,684646620275;684646620282,Portable Dehumidifier,,1.7,24.93,,,,,,,,,07/06/2023 12:00:00 AM,07/25/2023 12:00:00 AM,"United States, Canada",ES_1144948_JD025Q-80_07242023130443_676996,No
4005588,JHS INC,YAUFEY,JD025Q-80,JD025Q-80,,684646620275,Portable Dehumidifier,,1.7,24.93,,886,HFC-32,HFC-32 (GWP:675 | Lower GWP),3.2,No,,,02/10/2025 12:00:00 AM,03/19/2025 12:00:00 AM,United States,ES_1144948_JD025Q-80_03032025180720_650271,No
2607971,JHS INC,YAUFEY,JD026R-150,JD026R-150,",JD026R-150PM,",684646620312;684646620329;684646620336;684646620343,Portable Dehumidifier,,1.9,49.72,,,,,,,,,07/06/2023 12:00:00 AM,07/25/2023 12:00:00 AM,"United States, Canada",ES_1144948_JD026R-150_07242023132129_2970087,No
2631687,"JMA North America, LLC",Honeywell,Dehumidifiers,TP30****R,,848987003887,Portable Dehumidifier,,1.85,23.76,,,,,,,,,07/24/2023 12:00:00 AM,07/31/2023 12:00:00 AM,"United States, Canada",ES_1130569_TP30****R_073120230617161_4309795,Yes
2631688,"JMA North America, LLC",Honeywell,Dehumidifiers,TP50****R,,848987003931,Portable Dehumidifier,,1.91,31.49,,,,,,,,,07/24/2023 12:00:00 AM,07/31/2023 12:00:00 AM,"United States, Canada",ES_1130569_TP50****R_073120230617789_3741017,No
2408388,"JMA North America, LLC",Honeywell,Dehumidifiers,TP70***NR,",,*** represent numbers or English characters to distinguish different colors, brand or other artwork design",848987003962,Portable Dehumidifier,,1.9,49.94,,,,,,,,,02/15/2023 12:00:00 AM,02/21/2023 12:00:00 AM,"United States, Canada",ES_1130569_TP70***NR_022120230552349_7563528,No
2408387,"JMA North America, LLC",Honeywell,Dehumidifiers,TP70P**NR,",,** represent numbers or English characters to distinguish different colors, brand or other artwork design",848987003122,Portable Dehumidifier,,1.9,49.94,,,,,,,,,02/15/2023 12:00:00 AM,02/21/2023 12:00:00 AM,"United States, Canada",ES_1130569_TP70P**NR_022120230552365_1894042,No
3555538,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT25AWK,,,Portable Dehumidifier,,1.75,24.48,,,,,,,,,07/28/2024 12:00:00 AM,07/30/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT25AWK_072920240723189_1914845,No
3555537,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT25WK,,,Portable Dehumidifier,,1.75,24.48,,,,,,,,,07/28/2024 12:00:00 AM,07/30/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT25WK_07292024072290_4538741,No
3555540,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT32AWK,,,Portable Dehumidifier,,2.01,32.46,,,,,,,,,07/28/2024 12:00:00 AM,07/30/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT32AWK_073020240220547_2896610,No
3555539,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT32WK,,,Portable Dehumidifier,,2.01,32.46,,,,,,,,,07/28/2024 12:00:00 AM,07/30/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT32WK_073020240220563_9846699,No
3543862,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT50APWK,,,Portable Dehumidifier,,2.01,49.66,,,,,,,,,06/20/2024 12:00:00 AM,06/21/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT50APWK_062120240625674_2448277,No
3543861,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT50AWK,,,Portable Dehumidifier,,2.01,49.66,,,,,,,,,06/20/2024 12:00:00 AM,06/21/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT50AWK_062120240627519_5902939,No
3543859,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT50PWK,,848987008653,Portable Dehumidifier,,2.01,49.66,,,,,,,,,06/20/2024 12:00:00 AM,06/21/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT50PWK_062120240626257_3423477,No
3543860,"JMA North America, LLC",Honeywell,Dehumidifiers,TPFIT50WK,,848987008660,Portable Dehumidifier,,2.01,49.66,,,,,,,,,06/20/2024 12:00:00 AM,06/21/2024 12:00:00 AM,"United States, Canada",ES_1130569_TPFIT50WK_062120240624875_7141929,No
2608068,"KMS, LLC",Cool-living,CL-D025BA-35PT,CL-D025BA-35PT,,079902167401,Portable Dehumidifier,,1.91,35.57,,,,,,,,,07/06/2023 12:00:00 AM,02/07/2023 12:00:00 AM,"United States, Canada",ES_1131297_CL-D025BA-35PT_07212023092838_610772,No
2384811,GrowGeneration Corp,UTOPIAN SYSTEMS,Dehumidifiers,25442,,810052835624,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/28/2021 12:00:00 AM,10/01/2021 12:00:00 AM,"United States, Canada",ES_1146668_25442_100120210051701_7892576,No
4008610,"Guangdong Invitop Technology Co., Ltd.",Aeocky,LEO-RCS25(Y)-N4-3,LEO-RCS25(Y)-N4-3,"LEO-Lite,LEO-Lite,; LEO-RCS25(Y)-N4-3,LEO-RCS25(Y)-N4-3,; LEO-Slim,LEO-Slim,",,Portable Dehumidifier,,1.75,22.5,,287,HFC-32,HFC-32 (GWP:675 | Lower GWP),3.9,No,,,02/27/2025 12:00:00 AM,02/27/2025 12:00:00 AM,"United States, Canada",ES_1147143_LEO-RCS25(Y)-N4-3_03202025170000_0000001,No
3417689,"Guangdong Invitop Technology Co., Ltd.",Aeocky,RHEA-RCS25(Y)-N4-3,RHEA-RCS25(Y)-N4-3,",BIA-RCS25(Y)-N4-3,; ,RHEA-001,; ,RHEA-1000,",860011270904;860011270911;860011270928;860011270935,Portable Dehumidifier,,1.76,22.5,,,,,,,,,02/01/2024 12:00:00 AM,03/04/2024 12:00:00 AM,"United States, Canada",ES_1147143_RHEA-RCS25(Y)-N4-3_02022024132900_0000001,No
4008612,"Guangdong Invitop Technology Co., Ltd.",Deciuu,LIBRA-RCS25(Y)-N4-3,LIBRA-RCS25(Y)-N4-3,,,Portable Dehumidifier,,1.75,22.5,,287,HFC-32,HFC-32 (GWP:675 | Lower GWP),3.9,No,,,02/27/2025 12:00:00 AM,02/27/2025 12:00:00 AM,"United States, Canada",ES_1147143_LIBRA-RCS25(Y)-N4-3_03202025171500_0000001,No
2409005,"Guangdong Invitop Technology Co., Ltd.",Domdre,LEO-RCS25(Y)-N1-3,LEO-RCS25(Y)-N1-3,",DMSO010AST,; ,DMSO011AST,; ,DMSO012AST,; ,DMSO013AST,; ,DMSO014AST,",6972543502706;6972543502713;6972543502720;6972543502737;6972543502744;6972543502751;6972543502768;6972543502775;6972543502782;6972543502799;6972543502805;6972543502812;6972543502829;6972543502836;6972543502843;6972543502850;6972543502867;6972543502874;6972543502881;6972543502898;6972543502904;6972543502911;6972543502928;6972543502935;6972543502942;6972543502959;6972543502966;6972543502973;6972543502980;6972543502997,Portable Dehumidifier,,1.75,21.98,,,,,,,,,02/01/2023 12:00:00 AM,03/08/2022 12:00:00 AM,United States,ES_1147143_LEO-RCS25(Y)-N1-3_02272023182212_9928552,No
2585041,"Guangdong Invitop Technology Co., Ltd.",Domdre,TAURUS-RCS25(Y)-N4-3,TAURUS-RCS25(Y)-N4-3,"LEO-RCS25(Y)-N4-3, DMSO010AST, DMSO011AST, DMSO012AST, DMSO013AST, DMSO014AST,LEO-RCS25(Y)-N4-3, DMSO010AST, DMSO011AST, DMSO012AST, DMSO013AST, DMSO014AST,",,Portable Dehumidifier,,1.77,22.5,,,,,,,,,04/01/2023 12:00:00 AM,05/10/2023 12:00:00 AM,"United States, Canada",ES_1147143-TAURUS-RCS25(Y)-N4-3_07192023103600_0000001,No
2585020,"Guangdong Invitop Technology Co., Ltd.",Domdre,TAURUS-RCS32(Y)-N4-3,TAURUS-RCS32(Y)-N4-3,"LEO-RCS32(Y)-N4-3, DMSO010BST, DMSO011BST, DMSO012BST, DMSO013BST, DMSO014BST, DMSO015BST, DMSO016BST, LEO-RCS32(Y)-N4-3(B), DMSN010BST, DMSN011BST, DMSN012BST, DMSN013BST, DMSN014BST,LEO-RCS32(Y)-N4-3, DMSO010BST, DMSO011BST, DMSO012BST, DMSO013BST, DMSO014BST, DMSO015BST, DMSO016BST, LEO-RCS32(Y)-N4-3(B), DMSN010BST, DMSN011BST, DMSN012BST, DMSN013BST, DMSN014BST,",,Portable Dehumidifier,,1.94,31.38,,,,,,,,,04/01/2023 12:00:00 AM,05/10/2023 12:00:00 AM,"United States, Canada",ES_1147143-TAURUS-RCS32(Y)-N4-3_07192023112500_0000001,No
2393518,"Guangdong Invitop Technology Co., Ltd.",Homintell,DryTank 3000,DryTank 3000,,6972543501150;6972543502300;6972543502317;6972543502355;6972543502362;6972543502379;6972543502386;6972543502393;6972543502409;6972543502416;6972543502423;6972543502430;6972543502447,Portable Dehumidifier,,1.75,21.98,,,,,,,,,03/20/2022 12:00:00 AM,03/08/2022 12:00:00 AM,United States,ES_1147143_DryTank 3000_03022022094951_4633600,No
2393621,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,DryTank 3000,DryTank 3000,,6972543501150;6972543502300;6972543502317;6972543502355;6972543502362;6972543502379;6972543502386;6972543502393;6972543502409;6972543502416;6972543502423;6972543502430;6972543502447,Portable Dehumidifier,,1.75,21.98,,,,,,,,,03/20/2022 12:00:00 AM,03/08/2022 12:00:00 AM,United States,ES_1147143_DryTank 3000_03022022094951_8456315,No
2393519,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,LEORCS25(Y)-N1-3,LEORCS25(Y)-N1-3,,6972543501525,Portable Dehumidifier,,1.75,21.98,,,,,,,,,03/20/2022 12:00:00 AM,03/08/2022 12:00:00 AM,United States,ES_1147143_LEORCS25(Y)-N1-3_03022022094953_8604226,No
2393520,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,LIBRA-RCS25(Y)-N1-3,LIBRA-RCS25(Y)-N1-3,,6972543501532,Portable Dehumidifier,,1.75,21.98,,,,,,,,,03/20/2022 12:00:00 AM,03/08/2022 12:00:00 AM,United States,ES_1147143_LIBRA-RCS25(Y)-N1-3_03022022094954_6918717,No
3417688,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS PRO-RCS50(Y)-N4-3,TAURUS PRO-RCS50(Y)-N4-3,",VGE013C1BS,; ,VGE023C2BS,; ,VGE033C3BS,; ,VGE053C4BS,",6972543504243;6972543504250;6972543504267;6972543504274;6972543504281,Portable Dehumidifier,,2.02,49.95,,,,,,,,,01/16/2024 12:00:00 AM,03/04/2024 12:00:00 AM,"United States, Canada",ES_1147143_TAURUS PRO-RCS50(Y)-N4-3_01192024134500_0000001,No
3417601,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS PRO-RCS50(Y)-N4-3(B),TAURUS PRO-RCS50(Y)-N4-3(B),",VGEP13C1BS,; ,VGEP23C2BS,; ,VGEP33C3BS,; ,VGEP53C4BS,",6972543504298;6972543504304;6972543504311;6972543504328;6972543504335,Portable Dehumidifier,,2.02,49.95,,,,,,,,,01/16/2024 12:00:00 AM,02/28/2024 12:00:00 AM,"United States, Canada",ES_1147143_TAURUS PRO-RCS50(Y)-N4-3(B)_01192024133000_0000001,No
2393517,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS-RCS25(Y)-N1-3,TAURUS-RCS25(Y)-N1-3,,6972543501549,Portable Dehumidifier,,1.75,21.98,,,,,,,,,03/20/2022 12:00:00 AM,03/08/2022 12:00:00 AM,United States,ES_1147143_TAURUS-RCS25(Y)-N1-3_03022022094949_9710046,No
2473622,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS-RCS25(Y)-N4-3,TAURUS-RCS25(Y)-N4-3,"TAURUS-RCS25(Y)-N4-3, DryTank 3000, VGE013A1BS, VGE023A2BS, VGE033A3BS, VGE053A4BS, VGE063A5BS, LIBRA-RCS25(Y)-N4-3, FIRGA-RCS25(Y)-N4-3,TAURUS-RCS25(Y)-N4-3, DryTank 3000, VGE013A1BS, VGE023A2BS, VGE033A3BS, VGE053A4BS, VGE063A5BS, LIBRA-RCS25(Y)-N4-3, FIRGA-RCS25(Y)-N4-3,",6972543503321;6972543503338,Portable Dehumidifier,,1.77,22.5,,,,,,,,,04/01/2023 12:00:00 AM,05/10/2023 12:00:00 AM,"United States, Canada",ES_1147143-TAURUS-RCS25(Y)-N4-3_05102023121300_0000001,No
4008611,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS-RCS25(Y)-N4-3,TAURUS-RCS25(Y)-N4-3,"DryTank 3000,DryTank 3000,; TAURUS-RCS25(Y)-N4-3,TAURUS-RCS25(Y)-N4-3,; VGE013A1BS,VGE013A1BS,; VGE023A2BS,VGE023A2BS,; VGE033A3BS,VGE033A3BS,",,Portable Dehumidifier,,1.75,22.5,,287,HFC-32,HFC-32 (GWP:675 | Lower GWP),3.9,No,,,02/27/2025 12:00:00 AM,02/27/2025 12:00:00 AM,"United States, Canada",ES_1147143_TAURUS-RCS25(Y)-N4-3_03202025173000_0000001,No
2473623,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS-RCS32(Y)-N4-3,TAURUS-RCS32(Y)-N4-3,"DryTank 3600, VGE013B1BS, VGE023B2BS, VGE033B3BS, VGE053B4BS, LIBRA-RCS32(Y)-N4-3, FIRGA-RCS32(Y)-N4-3, TAURUS-RCS32(Y)-N4-3(B), VGEP13B1BS, VGEP23B2BS, VGEP33B3BS, VGEP53B4BS, VGEP63B5BS, LIBRARCS32(Y)-N4-3(B), FIRGA-RCS32(Y)-N4-3(B),DryTank 3600, VGE013B1BS, VGE023B2BS, VGE033B3BS, VGE053B4BS, LIBRA-RCS32(Y)-N4-3, FIRGA-RCS32(Y)-N4-3, TAURUS-RCS32(Y)-N4-3(B), VGEP13B1BS, VGEP23B2BS, VGEP33B3BS, VGEP53B4BS, VGEP63B5BS, LIBRARCS32(Y)-N4-3(B), FIRGA-RCS32(Y)-N4-3(B),",6972543502508;6972543503307;6972543503512;6972543503529;6972543503536;6972543503543;6972543503550;6972543503567;6972543503574;6972543503581;6972543503598;6972543503604;6972543503611;6972543503628;6972543503635;6972543503642;6972543503659;6972543503666;6972543503680;6972543503697;6972543503703;6972543503710;6972543503727;6972543503734;6972543503741;6972543503758;6972543503765;6972543503772;6972543503789;6972543503796;6972543503802;6972543503819;6972543503826;6972543503833;6972543503840;6972543503857;6972543503864;6972543503871;6972543503888;6972543504090;6972543504106,Portable Dehumidifier,,1.94,31.38,,,,,,,,,04/01/2023 12:00:00 AM,05/10/2023 12:00:00 AM,"United States, Canada",ES_1147143-TAURUS-RCS32(Y)-N4-3_051020231240_0000001,No
3629581,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS-RCS32(Y)-N4-3,TAURUS-RCS32(Y)-N4-3,"DryTank 3600,DryTank 3600,; TAURUS-RCS32(Y)-N4-3,TAURUS-RCS32(Y)-N4-3,; VGE013B1BS,VGE013B1BS,; VGE023B2BS,VGE023B2BS,; VGE033B3BS,VGE033B3BS,; VGE053B4BS,VGE053B4BS,",,Portable Dehumidifier,,2.09,32,,335,HFC-32,HFC-32 (GWP:675 | Lower GWP),5.0,No,,,07/24/2024 12:00:00 AM,09/20/2024 12:00:00 AM,"United States, Canada",ES_1147143_TAURUS-RCS32(Y)-N4-3_09202024143300_0000001,No
3629580,"Guangdong Invitop Technology Co., Ltd.",Vellgoo,TAURUS-RCS32(Y)-N4-3(B),TAURUS-RCS32(Y)-N4-3(B),"TAURUS-RCS32(Y)-N4-3(B),TAURUS-RCS32(Y)-N4-3(B),; VGEP13B1BS,VGEP13B1BS,; VGEP23B2BS,VGEP23B2BS,; VGEP33B3BS,VGEP33B3BS,; VGEP53B4BS,VGEP53B4BS,",,Portable Dehumidifier,,2.09,32,,335,HFC-32,HFC-32 (GWP:675 | Lower GWP),5.0,No,,,07/24/2024 12:00:00 AM,09/20/2024 12:00:00 AM,"United States, Canada",ES_1147143_TAURUS-RCS32(Y)-N4-3(B)_09202024130000_0000001,No
3531069,"Guangdong Shunde NOON Electrical Appliance Manufacturing Co., Ltd.",TABYIK,DH-CS10,DH-CS10,,,Portable Dehumidifier,,1.67,12.52,,,,,,,,,01/30/2024 12:00:00 AM,05/24/2024 12:00:00 AM,United States,ES_1149417_DH-CS10_05232024135415_1017572,No
3543475,HC Commercial Inc.,GENUINE COMFORT,Dehumidifiers,GCDHR-D50LA0-2,,,Portable Dehumidifier,,1.9,49.66,,,,,,,,,02/28/2024 12:00:00 AM,06/13/2024 12:00:00 AM,"United States, Canada",ES_1145374_GCDHR-D50LA0-2_061320240627988_8648624,No
2382474,HC Commercial Inc.,GENUINE COMFORT,Dehumidifiers,GCDHUM-50AEN1-BA9,,670724686349,Portable Dehumidifier,,1.9,49.93,,,,,,,,,07/19/2021 12:00:00 AM,07/23/2021 12:00:00 AM,"United States, Canada",ES_1145374_GCDHUM-50AEN1-BA9_072320210124688_8405259,No
2366171,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,139154,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,09/21/2020 12:00:00 AM,09/24/2020 12:00:00 AM,United States,ES_1048137_139154_09242020023052_4652926,No
2366170,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,139155,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,09/21/2020 12:00:00 AM,09/24/2020 12:00:00 AM,United States,ES_1048137_139155_09242020022544_4344638,No
2348688,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,304004,,,Portable Dehumidifier,,1.8,50,,,,,,,,,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,United States,ES_1048137_304004_10182019052401_6241257,No
2348687,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,304005,,,Portable Dehumidifier,,1.8,35.37,,,,,,,,,10/17/2019 12:00:00 AM,10/18/2019 12:00:00 AM,United States,ES_1048137_304005_10182019052340_6220685,No
2384086,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,SD22C1,,194671037967,Portable Dehumidifier,,1.7,22.04,,,,,,,,,08/30/2021 12:00:00 AM,09/06/2021 12:00:00 AM,"United States, Canada",ES_1048137_SD22C1_090520212121784_2529900,No
2404434,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,SD22CA1,,194671043883,Portable Dehumidifier,,1.7,22.31,,,,,,,,,11/07/2022 12:00:00 AM,11/15/2022 12:00:00 AM,"United States, Canada",ES_1048137_SD22CA1_111520220350196_9244957,No
2384085,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,SD35C1,,194671038056,Portable Dehumidifier,,1.9,35.02,,,,,,,,,08/30/2021 12:00:00 AM,09/06/2021 12:00:00 AM,"United States, Canada",ES_1048137_SD35C1_090520212121723_7321209,No
2404435,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,SD35CA1,,194671043890,Portable Dehumidifier,,1.9,35.5,,,,,,,,,11/07/2022 12:00:00 AM,11/15/2022 12:00:00 AM,"United States, Canada",ES_1048137_SD35CA1_11152022035190_7027581,No
2384087,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,SD50C1,,194671038063,Portable Dehumidifier,,1.9,49.93,,,,,,,,,08/30/2021 12:00:00 AM,09/06/2021 12:00:00 AM,"United States, Canada",ES_1048137_SD50C1_090520212121191_1802742,No
2404436,HD Supply Facilities Maintenance,Seasons,Dehumidifiers,SD50CA1,,194671043906,Portable Dehumidifier,,1.9,49.66,,,,,,,,,11/07/2022 12:00:00 AM,11/15/2022 12:00:00 AM,"United States, Canada",ES_1048137_SD50CA1_111520220351792_9813902,No
2370553,Heat Controller Inc.,Coast air,Dehumidifiers,CED22A,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,11/20/2020 12:00:00 AM,12/07/2020 12:00:00 AM,"United States, Canada",ES_17771_CED22A_120720200040856_8212368,No
2370556,Heat Controller Inc.,Coast air,Dehumidifiers,CED35A,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,11/20/2020 12:00:00 AM,12/07/2020 12:00:00 AM,"United States, Canada",ES_17771_CED35A_120720200040750_9512674,No
3845125,Heat Controller Inc.,Coast air,Dehumidifiers,CED35B,,847283035301,Portable Dehumidifier,,1.9,35.5,,,,,,,,,12/04/2024 12:00:00 AM,12/09/2024 12:00:00 AM,"United States, Canada",ES_17771_CED35B_120920240237551_9201187,No
2370557,Heat Controller Inc.,Coast air,Dehumidifiers,CED50A,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,11/20/2020 12:00:00 AM,12/07/2020 12:00:00 AM,"United States, Canada",ES_17771_CED50A_120720200040538_9544782,No
3845126,Heat Controller Inc.,Coast air,Dehumidifiers,CED50B,,847283035318,Portable Dehumidifier,,1.9,49.66,,,,,,,,,12/04/2024 12:00:00 AM,12/09/2024 12:00:00 AM,"United States, Canada",ES_17771_CED50B_120920240239126_9617313,No
2378328,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BCD-20A,,,Portable Dehumidifier,,1.7,20.04,,,,,,,,,04/23/2021 12:00:00 AM,05/25/2021 12:00:00 AM,"United States, Canada",ES_17771_BCD-20A_042220212214391_1293057,No
2378327,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BCD-35A,,,Portable Dehumidifier,,1.9,35.08,,,,,,,,,04/23/2021 12:00:00 AM,05/25/2021 12:00:00 AM,"United States, Canada",ES_17771_BCD-35A_042220212213630_6980964,No
2378325,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BCD-50A,,,Portable Dehumidifier,,1.95,49.58,,,,,,,,,04/23/2021 12:00:00 AM,05/25/2021 12:00:00 AM,"United States, Canada",ES_17771_BCD-50A_042220212211538_1262469,No
2378326,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BCDP-50A,,,Portable Dehumidifier,,1.95,49.58,,,,,,,,,04/23/2021 12:00:00 AM,05/25/2021 12:00:00 AM,"United States, Canada",ES_17771_BCDP-50A_042220212211674_9595883,No
2370554,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-22A,,,Portable Dehumidifier,,1.7,22.04,,,,,,,,,11/20/2020 12:00:00 AM,12/07/2020 12:00:00 AM,"United States, Canada",ES_17771_BHD-22A_120720200040789_3595986,No
2409533,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-22B,,847283035141,Portable Dehumidifier,,1.7,22.31,,,,,,,,,02/16/2023 12:00:00 AM,03/01/2023 12:00:00 AM,"United States, Canada",ES_17771_BHD-22B_030120230756797_1764330,No
2350342,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-301-J,,,Portable Dehumidifier,,1.57,22.08,,,,,,,,,11/25/2019 12:00:00 AM,11/25/2019 12:00:00 AM,"United States, Canada",ES_17771_BHD-301-J_11252019080102_8862854,No
2370555,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-35A,,,Portable Dehumidifier,,1.9,35.02,,,,,,,,,11/20/2020 12:00:00 AM,12/07/2020 12:00:00 AM,"United States, Canada",ES_17771_BHD-35A_120720200040832_1824239,No
2409534,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-35B,,847283035158,Portable Dehumidifier,,1.9,35.5,,,,,,,,,02/16/2023 12:00:00 AM,03/01/2023 12:00:00 AM,"United States, Canada",ES_17771_BHD-35B_03012023075669_6436943,No
2350343,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-501-J,,,Portable Dehumidifier,,1.8,35.05,,,,,,,,,11/25/2019 12:00:00 AM,11/25/2019 12:00:00 AM,"United States, Canada",ES_17771_BHD-501-J_11252019080608_9168017,No
2370559,Heat Controller Inc.,Comfort Aire,Dehumidifiers,BHD-50A,,,Portable Dehumidifier,,1.9,49.93,,,,,,,,,11/20/2020 12:00:00 AM,12/07/2020 12:00:00 AM,"United States, Canada",ES_17771_BHD-50A_120720200040483_6585649,No
